#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
group_1329_+1_1_1038       -          AAA                  PF00004.32   0.00059   20.2   0.0    0.0016   18.9   0.0   1.8   1   1   0   1   1   1   1 -
group_19642_+1_160_2226    -          AAA                  PF00004.32    0.0011   19.4   0.8         2    8.9   0.0   4.3   4   1   0   4   4   3   1 -
group_4775_+1_1_852        -          AAA                  PF00004.32    0.0012   19.2   0.0    0.0036   17.7   0.0   1.8   2   0   0   2   2   1   1 -
group_4776_+1_1_861        -          AAA                  PF00004.32    0.0015   18.9   0.0    0.0032   17.9   0.0   1.6   1   0   0   1   1   1   1 -
group_7012_+1_1_765        -          AAA                  PF00004.32    0.0019   18.6   0.0    0.0033   17.8   0.0   1.4   1   0   0   1   1   1   1 -
group_23156_+1_1_1470      -          AAA                  PF00004.32    0.0021   18.4   0.0    0.0053   17.2   0.0   1.7   1   0   0   1   1   1   1 -
group_8205_+1_1_1050       -          AAA                  PF00004.32    0.0024   18.3   0.5      0.04   14.3   0.0   2.6   2   1   0   2   2   2   1 -
group_6750_+1_1_1743       -          AAA                  PF00004.32    0.0027   18.1   0.0     0.016   15.6   0.0   2.3   2   1   0   2   2   1   1 -
group_20086_+1_1_1902      -          AAA                  PF00004.32    0.0027   18.1   0.0      0.57   10.6   0.0   2.4   2   0   0   2   2   2   1 -
group_4779_+1_1_861        -          AAA                  PF00004.32    0.0029   18.0   0.0      0.01   16.2   0.0   1.9   2   0   0   2   2   2   1 -
group_19998_+1_1_2289      -          AAA                  PF00004.32    0.0034   17.8   1.5     0.012   16.0   0.2   2.6   2   1   0   2   2   2   1 -
group_10061_+1_1_3570      -          AAA                  PF00004.32    0.0035   17.7   0.0     0.018   15.5   0.0   2.2   1   0   0   1   1   1   1 -
group_22736_+1_1_3534      -          AAA                  PF00004.32    0.0037   17.7   0.5     0.049   14.0   0.0   2.5   2   0   0   2   2   2   1 -
group_19492_+1_1_2712      -          AAA                  PF00004.32    0.0057   17.1   0.0     0.017   15.5   0.0   1.8   1   0   0   1   1   1   1 -
group_14217_+1_1_4755      -          AAA                  PF00004.32    0.0064   16.9   0.1     0.022   15.2   0.0   2.0   2   0   0   2   2   1   1 -
group_10302_+1_1_531       -          AAA                  PF00004.32    0.0065   16.9   0.0     0.013   15.9   0.0   1.6   2   0   0   2   2   1   1 -
group_738_+1_1_990         -          AAA                  PF00004.32    0.0078   16.6   0.0     0.021   15.2   0.0   1.7   1   1   0   1   1   1   1 -
group_12543_+1_1_837       -          AAA                  PF00004.32    0.0097   16.3   0.0     0.018   15.4   0.0   1.5   1   1   0   1   1   1   1 -
group_19321_+1_1_1419      -          AAA                  PF00004.32     0.012   16.0   1.5       5.4    7.4   0.2   3.2   2   1   0   2   2   2   0 -
group_15770_+1_1_1092      -          AAA                  PF00004.32     0.015   15.7   0.4       0.1   13.0   0.4   2.1   1   1   0   1   1   1   0 -
group_20249_+1_1_2298      -          AAA                  PF00004.32     0.015   15.7   0.8      0.11   12.9   0.1   2.8   2   1   0   2   2   2   0 -
group_20216_+1_1_717       -          AAA                  PF00004.32     0.016   15.6   0.1     0.029   14.8   0.1   1.5   1   0   0   1   1   1   0 -
group_19919_+1_1_3969      -          AAA                  PF00004.32      0.02   15.3   0.0     0.048   14.1   0.0   1.7   1   0   0   1   1   1   0 -
group_22233_+1_106_1530    -          AAA                  PF00004.32     0.021   15.2   0.0       3.3    8.1   0.0   2.5   2   0   0   2   2   2   0 -
group_20846_+1_1_5022      -          AAA                  PF00004.32     0.024   15.1   0.0     0.073   13.5   0.0   1.8   1   0   0   1   1   1   0 -
group_17456_+1_1_1857      -          AAA                  PF00004.32     0.032   14.6   0.0     0.071   13.5   0.0   1.5   1   0   0   1   1   1   0 -
group_13933_+1_1_4953      -          AAA                  PF00004.32     0.039   14.4   0.0      0.15   12.5   0.0   2.0   2   0   0   2   2   1   0 -
group_20773_+1_1_1821      -          AAA                  PF00004.32     0.058   13.8   0.1      0.41   11.0   0.1   2.2   2   0   0   2   2   2   0 -
group_24244_+1_1_1104      -          AAA                  PF00004.32     0.059   13.8   0.4      0.25   11.7   0.5   2.0   1   1   0   1   1   1   0 -
group_19281_+1_1_1095      -          AAA                  PF00004.32     0.066   13.6   0.1      0.19   12.1   0.1   1.8   1   1   0   1   1   1   0 -
group_22013_+1_1_2148      -          AAA                  PF00004.32     0.067   13.6   1.9       3.2    8.2   0.1   3.3   2   1   0   2   2   2   0 -
group_12516_+1_1_7410      -          AAA                  PF00004.32     0.069   13.6   0.0       4.9    7.5   0.0   3.0   3   0   0   3   3   2   0 -
group_19077_+1_1_5103      -          AAA                  PF00004.32     0.085   13.3   0.0      0.19   12.2   0.0   1.5   1   0   0   1   1   1   0 -
group_19307_+1_1_900       -          AAA                  PF00004.32     0.095   13.1   0.0      0.24   11.8   0.0   1.7   1   0   0   1   1   1   0 -
group_20120_+1_1_777       -          AAA                  PF00004.32     0.099   13.0   0.1      0.24   11.8   0.0   1.7   2   1   0   2   2   1   0 -
group_19347_+1_1_642       -          AAA                  PF00004.32      0.12   12.7   0.1      0.93    9.9   0.0   2.1   2   1   0   2   2   2   0 -
group_10196_+1_1_4887      -          AAA                  PF00004.32      0.14   12.5   0.0       0.4   11.1   0.0   1.8   1   0   0   1   1   1   0 -
group_19711_+1_1_4056      -          AAA                  PF00004.32      0.17   12.3   0.0      0.61   10.5   0.0   2.0   1   0   0   1   1   1   0 -
group_22493_+1_1_918       -          AAA                  PF00004.32      0.19   12.1   0.9       6.5    7.2   0.0   2.4   2   0   0   2   2   2   0 -
group_9019_+1_1_1134   -          AAA-ATPase_like      PF09820.12    0.0064   16.0   0.0     0.012   15.0   0.0   1.4   1   1   0   1   1   1   1 -
group_20174_+1_34_1134 -          AAA-ATPase_like      PF09820.12     0.076   12.4   0.1       0.1   12.0   0.1   1.3   1   0   0   1   1   1   0 -
ftsK_+1_1_2475             -          AAA_10               PF12846.10     9e-07   28.1   0.0    0.0014   17.6   0.0   2.2   2   0   0   2   2   2   2 -
group_12311_+1_1_1779      -          AAA_10               PF12846.10   2.4e-05   23.4   0.0    0.0043   16.0   0.0   2.2   2   0   0   2   2   2   2 -
group_25433_+1_103_1749    -          AAA_10               PF12846.10    0.0002   20.4   0.1      0.37    9.6   0.0   2.4   3   0   0   3   3   3   2 -
group_19766_+1_106_2136    -          AAA_10               PF12846.10     0.017   14.0   0.0       1.6    7.5   0.0   2.3   2   0   0   2   2   2   0 -
group_19328_+1_1_1734      -          AAA_10               PF12846.10     0.019   13.9   0.4     0.086   11.7   0.0   2.1   3   0   0   3   3   3   0 -
group_7792_+1_1_3198       -          AAA_10               PF12846.10     0.024   13.6   0.0     0.045   12.6   0.0   1.4   1   0   0   1   1   1   0 -
group_20396_+1_100_960     -          AAA_10               PF12846.10     0.032   13.1   0.0     0.041   12.8   0.0   1.3   1   0   0   1   1   1   0 -
group_14381_+1_1_492       -          AAA_10               PF12846.10     0.041   12.8   0.0      0.13   11.1   0.0   1.6   1   1   1   2   2   2   0 -
group_21247_minus1_40_1377 -          AAA_10               PF12846.10     0.042   12.7   0.0      0.12   11.2   0.0   1.8   2   0   0   2   2   2   0 -
group_13461_+1_1_1806      -          AAA_10               PF12846.10     0.044   12.7   0.2      0.13   11.2   0.0   1.7   2   0   0   2   2   2   0 -
group_20318_+1_1_1809      -          AAA_10               PF12846.10     0.075   11.9   0.0       3.2    6.5   0.0   2.1   2   0   0   2   2   2   0 -
group_18368_+1_1_1743      -          AAA_10               PF12846.10     0.083   11.8   0.0      0.77    8.6   0.0   2.0   2   0   0   2   2   2   0 -
group_15531_+1_1_2376      -          AAA_10               PF12846.10      0.12   11.3   0.0      0.23   10.3   0.0   1.4   1   0   0   1   1   1   0 -
group_16194_+1_1_1743      -          AAA_10               PF12846.10      0.16   10.8   0.0       1.1    8.1   0.0   2.0   2   0   0   2   2   2   0 -
group_20075_+1_1_2379      -          AAA_10               PF12846.10      0.16   10.8   0.0      0.26   10.1   0.0   1.3   1   0   0   1   1   1   0 -
group_22542_+1_1_1812      -          AAA_10               PF12846.10      0.18   10.6   0.0      0.35    9.7   0.0   1.3   1   0   0   1   1   1   0 -
group_14217_+1_1_4755   -          AAA_11               PF13086.9    1.2e-33  117.0   0.0   1.9e-33  116.3   0.0   1.3   1   0   0   1   1   1   1 -
group_13933_+1_1_4953   -          AAA_11               PF13086.9    7.2e-32  111.2   0.0   1.4e-31  110.2   0.0   1.4   1   0   0   1   1   1   1 -
group_10061_+1_1_3570   -          AAA_11               PF13086.9    9.5e-22   78.0   0.0   2.3e-20   73.4   0.0   2.3   1   1   0   1   1   1   1 -
group_5287_+1_1_5934    -          AAA_11               PF13086.9      6e-18   65.5   0.1     4e-08   33.3   0.0   2.3   2   0   0   2   2   2   2 -
group_20846_+1_1_5022   -          AAA_11               PF13086.9      7e-15   55.5   0.2   7.5e-09   35.7   0.0   2.4   2   0   0   2   2   2   2 -
group_19002_+1_1_5421   -          AAA_11               PF13086.9    1.7e-13   50.9   0.3     9e-07   28.9   0.1   2.6   2   0   0   2   2   2   2 -
group_10196_+1_1_4887   -          AAA_11               PF13086.9      4e-13   49.7   0.1   2.8e-06   27.3   0.0   2.3   2   0   0   2   2   2   2 -
group_12543_+1_1_837    -          AAA_11               PF13086.9      0.012   15.4   0.0      0.04   13.6   0.0   1.7   2   0   0   2   2   2   0 -
group_10520_+1_1_2442   -          AAA_11               PF13086.9      0.037   13.8   0.0      0.34   10.6   0.0   2.1   2   0   0   2   2   2   0 -
group_19998_+1_1_2289   -          AAA_11               PF13086.9      0.042   13.6   0.0     0.077   12.7   0.0   1.4   1   0   0   1   1   1   0 -
group_14820_+1_1_3339   -          AAA_11               PF13086.9      0.058   13.1   0.2       4.4    7.0   0.1   2.3   2   0   0   2   2   2   0 -
group_12895_+1_46_1218  -          AAA_11               PF13086.9      0.064   13.0   0.0      0.13   12.0   0.0   1.4   1   1   0   1   1   1   0 -
group_16940_+1_133_1044 -          AAA_11               PF13086.9      0.084   12.6   0.1      0.22   11.2   0.0   1.6   2   0   0   2   2   2   0 -
group_20396_+1_100_960  -          AAA_11               PF13086.9        0.1   12.4   0.0      0.15   11.8   0.0   1.3   1   0   0   1   1   1   0 -
group_21552_+1_238_2949 -          AAA_11               PF13086.9       0.18   11.5   0.0      0.38   10.5   0.0   1.4   1   0   0   1   1   1   0 -
group_26213_+1_1_615    -          AAA_11               PF13086.9        2.7    7.7  10.1        51    3.5  11.5   1.9   2   0   0   2   2   2   0 -
group_14217_+1_1_4755 -          AAA_12               PF13087.9    5.7e-42  143.6   0.0   8.7e-42  143.0   0.0   1.3   1   0   0   1   1   1   1 -
group_10061_+1_1_3570 -          AAA_12               PF13087.9    3.2e-36  124.8   0.0   5.5e-36  124.0   0.0   1.4   1   0   0   1   1   1   1 -
group_13933_+1_1_4953 -          AAA_12               PF13087.9      1e-33  116.6   0.0   1.5e-33  116.0   0.0   1.3   1   0   0   1   1   1   1 -
group_5287_+1_1_5934  -          AAA_12               PF13087.9    3.4e-17   62.7   0.0   1.3e-16   60.8   0.0   1.8   1   1   0   1   1   1   1 -
group_20846_+1_1_5022 -          AAA_12               PF13087.9    1.1e-16   61.0   0.0   2.7e-16   59.7   0.0   1.7   1   1   0   1   1   1   1 -
group_10196_+1_1_4887 -          AAA_12               PF13087.9    9.6e-16   57.9   0.0   2.2e-15   56.8   0.0   1.5   1   1   0   1   1   1   1 -
group_19002_+1_1_5421 -          AAA_12               PF13087.9    6.5e-13   48.7   0.0   5.4e-12   45.7   0.0   2.2   1   1   0   1   1   1   1 -
group_12757_+1_1_1719 -          AAA_12               PF13087.9    0.00038   20.1   0.0    0.0011   18.6   0.0   1.7   1   1   0   1   1   1   1 -
group_19138_+1_1_2253       -          AAA_13               PF13166.9   1.8e-159  532.7   0.0  2.2e-159  532.5   0.0   1.0   1   0   0   1   1   1   1 -
group_8445_+1_1_1683        -          AAA_13               PF13166.9   1.6e-105  354.4   0.0  1.8e-105  354.2   0.0   1.0   1   0   0   1   1   1   1 -
group_22648_+1_1_1473       -          AAA_13               PF13166.9    2.3e-82  277.8   0.0   2.8e-82  277.6   0.0   1.0   1   0   0   1   1   1   1 -
group_22647_+1_1_795        -          AAA_13               PF13166.9    1.7e-68  232.0   0.0   1.9e-68  231.8   0.0   1.0   1   0   0   1   1   1   1 -
group_11952_+1_1_2622       -          AAA_13               PF13166.9    4.5e-20   71.9   0.0   6.7e-19   68.0   0.0   2.6   1   1   0   1   1   1   1 -
group_15482_+1_1_1203       -          AAA_13               PF13166.9    3.5e-17   62.4   1.3   1.1e-12   47.5   1.5   2.1   2   0   0   2   2   2   2 -
group_20405_+1_1_1422       -          AAA_13               PF13166.9    1.6e-16   60.2   0.1   3.6e-16   59.0   0.1   1.8   1   1   0   1   1   1   1 -
group_18998_+1_1_2496       -          AAA_13               PF13166.9    2.7e-06   26.4   0.0   1.5e-05   23.9   0.0   2.1   2   1   0   2   2   2   1 -
group_21293_minus1_121_1704 -          AAA_13               PF13166.9     0.0062   15.3   1.3     0.017   13.8   0.2   2.0   1   1   1   2   2   2   1 -
group_10613_+1_1_2187       -          AAA_13               PF13166.9      0.013   14.2   8.6      0.01   14.5   2.7   2.8   1   1   2   3   3   3   0 -
group_2571_+1_1_1152        -          AAA_13               PF13166.9      0.017   13.9   0.0     0.025   13.3   0.0   1.1   1   0   0   1   1   1   0 -
group_23125_+1_1_1332       -          AAA_13               PF13166.9      0.026   13.2   5.1     0.037   12.7   5.1   1.2   1   0   0   1   1   1   0 -
group_2572_+1_1_1155        -          AAA_13               PF13166.9      0.036   12.7   0.0     0.049   12.3   0.0   1.1   1   0   0   1   1   1   0 -
group_5427_+1_1_1383        -          AAA_13               PF13166.9      0.086   11.5   1.2      0.12   11.0   1.2   1.2   1   0   0   1   1   1   0 -
group_12694_+1_1_1992       -          AAA_13               PF13166.9       0.67    8.5  10.8     0.078   11.6   4.4   2.4   2   1   0   2   2   2   0 -
group_24223_+1_1_1959       -          AAA_13               PF13166.9        0.8    8.3  15.4       1.5    7.4  14.5   1.8   1   1   0   1   1   1   0 -
group_14735_+1_1_1677       -          AAA_13               PF13166.9        4.5    5.8   8.2       1.2    7.7   4.7   1.8   2   0   0   2   2   2   0 -
envC_+1_1_1371              -          AAA_13               PF13166.9        4.9    5.7   8.7       2.6    6.6   2.2   2.1   2   0   0   2   2   2   0 -
group_17_+1_1_1689          -          AAA_13               PF13166.9        5.8    5.5  18.7      0.31    9.7  10.2   2.4   2   1   0   2   2   2   0 -
group_1_+1_1_2064           -          AAA_13               PF13166.9          6    5.4  18.1     0.021   13.5   5.5   2.5   2   1   1   3   3   3   0 -
group_19455_+1_1_591        -          AAA_13               PF13166.9        7.4    5.1  14.2      0.78    8.3   7.0   1.7   1   1   0   1   1   1   0 -
group_14_+1_1_1689          -          AAA_13               PF13166.9        7.5    5.1  17.5      0.44    9.1  10.4   2.3   2   1   0   2   2   2   0 -
group_13779_+1_1_591        -          AAA_13               PF13166.9          9    4.8  12.9       1.7    7.2   5.9   1.9   1   1   1   2   2   2   0 -
group_9019_+1_1_1134       -          AAA_14               PF13173.9    6.5e-06   26.2   0.0     0.061   13.3   0.0   2.4   2   0   0   2   2   2   2 -
group_12543_+1_1_837       -          AAA_14               PF13173.9    3.4e-05   23.8   0.1   8.8e-05   22.5   0.1   1.7   1   1   0   1   1   1   1 -
group_19272_+1_1_1062      -          AAA_14               PF13173.9    3.5e-05   23.8   0.0   0.00011   22.2   0.0   1.8   1   0   0   1   1   1   1 -
group_20773_+1_1_1821      -          AAA_14               PF13173.9    3.9e-05   23.6   0.0   8.4e-05   22.6   0.0   1.5   1   0   0   1   1   1   1 -
group_14067_+1_1_1137      -          AAA_14               PF13173.9    0.00015   21.7   0.1    0.0024   17.9   0.1   2.3   1   1   0   1   1   1   1 -
group_22504_+1_1_1146      -          AAA_14               PF13173.9    0.00016   21.7   0.0     0.016   15.2   0.0   2.5   2   0   0   2   2   2   1 -
group_23870_+1_1_2052      -          AAA_14               PF13173.9    0.00041   20.3   0.0    0.0017   18.4   0.0   2.0   1   1   0   1   1   1   1 -
group_19281_+1_1_1095      -          AAA_14               PF13173.9    0.00068   19.6   0.0     0.079   12.9   0.0   2.4   2   0   0   2   2   2   1 -
group_2286_+1_1_1104       -          AAA_14               PF13173.9     0.0018   18.2   0.0    0.0036   17.3   0.0   1.5   1   1   0   1   1   1   1 -
group_15770_+1_1_1092      -          AAA_14               PF13173.9     0.0022   18.0   0.0       2.1    8.4   0.0   2.5   2   0   0   2   2   2   2 -
group_22233_+1_106_1530    -          AAA_14               PF13173.9     0.0049   16.8   0.0       1.3    9.1   0.0   2.6   2   0   0   2   2   2   1 -
group_17540_+1_1_1089      -          AAA_14               PF13173.9     0.0049   16.8   0.0       1.6    8.8   0.0   2.4   2   0   0   2   2   2   1 -
group_22648_+1_1_1473      -          AAA_14               PF13173.9     0.0053   16.7   0.0       0.7    9.9   0.0   2.4   2   0   0   2   2   2   1 -
group_19998_+1_1_2289      -          AAA_14               PF13173.9     0.0059   16.6   0.0     0.015   15.3   0.0   1.7   1   1   0   1   1   1   1 -
group_13262_+1_1_1236      -          AAA_14               PF13173.9     0.0061   16.5   0.4     0.023   14.7   0.1   2.0   3   0   0   3   3   2   1 -
group_21247_minus1_40_1377 -          AAA_14               PF13173.9      0.007   16.3   0.0      0.24   11.4   0.0   2.7   2   1   0   2   2   2   1 -
group_19642_+1_160_2226    -          AAA_14               PF13173.9     0.0087   16.0   0.0      0.93    9.5   0.0   3.0   3   0   0   3   3   3   1 -
group_12757_+1_1_1719      -          AAA_14               PF13173.9      0.009   16.0   0.0       4.9    7.1   0.0   2.3   1   1   1   2   2   2   1 -
group_14384_+1_1_2127      -          AAA_14               PF13173.9      0.013   15.5   0.0     0.028   14.4   0.0   1.6   1   0   0   1   1   1   0 -
group_18350_minus1_97_1086 -          AAA_14               PF13173.9      0.016   15.2   0.0     0.035   14.1   0.0   1.6   1   0   0   1   1   1   0 -
